Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key,Profit Margin,Customer Segment,Stock Item,Color,City,State Province,Customer
178491,72610,338,202,202,2015-09-18,9/19/2015,150,55045,DBA joke mug - daaaaaa-ta (White),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,DBA joke mug - daaaaaa-ta (White),White,Akhiok,Alaska,"Wingtip Toys (Akhiok, AK)"
178838,109688,210,202,172,2015-09-21,9/22/2015,150,55154,Developer joke mug - this code was generated by a tool (White),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,Developer joke mug - this code was generated by a tool (White),White,Orick,California,"Wingtip Toys (Orick, CA)"
184308,108290,281,202,163,2015-10-17,10/18/2015,156,56823,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Wapinitia,Oregon,"Wingtip Toys (Wapinitia, OR)"
185219,112931,384,202,191,2015-10-21,10/22/2015,150,57103,DBA joke mug - two types of DBAs (Black),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,DBA joke mug - two types of DBAs (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
189983,66127,249,202,194,2015-11-14,11/15/2015,152,58578,DBA joke mug - SELECT caffeine FROM mug (White),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,DBA joke mug - SELECT caffeine FROM mug (White),White,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
190555,107539,256,202,200,2015-11-18,11/19/2015,158,58757,DBA joke mug - you might be a DBA if (White),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,DBA joke mug - you might be a DBA if (White),White,Taft Heights,California,"Wingtip Toys (Taft Heights, CA)"
193048,72610,338,202,171,2015-12-01,12/2/2015,150,59528,Developer joke mug - this code was generated by a tool (Black),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,Developer joke mug - this code was generated by a tool (Black),Black,Akhiok,Alaska,"Wingtip Toys (Akhiok, AK)"
194263,108919,272,202,185,2015-12-08,12/9/2015,19,59907,Developer joke mug - fun was unexpected at this time (Black),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,Developer joke mug - fun was unexpected at this time (Black),Black,Ridgemark,California,"Wingtip Toys (Ridgemark, CA)"
194759,112962,253,202,173,2015-12-09,12/10/2015,19,60058,Developer joke mug - a foo walks into a bar (Black),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,Developer joke mug - a foo walks into a bar (Black),Black,Lake Davis,California,"Wingtip Toys (Lake Davis, CA)"
195609,108118,375,202,182,2015-12-15,12/16/2015,155,60324,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Molalla,Oregon,"Wingtip Toys (Molalla, OR)"
196393,108919,272,202,171,2015-12-18,12/19/2015,143,60563,Developer joke mug - this code was generated by a tool (Black),Each,1,13.0,15,13.0,1.95,8.5,14.95,1,0,11,0.5685618729096991,Standard,Developer joke mug - this code was generated by a tool (Black),Black,Ridgemark,California,"Wingtip Toys (Ridgemark, CA)"
177912,40704,399,202,176,2015-09-16,9/17/2015,155,54869,Developer joke mug - there are 10 types of people in the world (White),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,Developer joke mug - there are 10 types of people in the world (White),White,Kapa'a,Hawaii,"Wingtip Toys (Kapa'a, HI)"
181423,108864,297,202,198,2015-10-02,10/3/2015,155,55949,DBA joke mug - it depends (White),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,DBA joke mug - it depends (White),White,Port Hueneme,California,"Wingtip Toys (Port Hueneme, CA)"
181426,108864,297,202,194,2015-10-02,10/3/2015,155,55949,DBA joke mug - SELECT caffeine FROM mug (White),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,DBA joke mug - SELECT caffeine FROM mug (White),White,Port Hueneme,California,"Wingtip Toys (Port Hueneme, CA)"
182755,108988,273,202,185,2015-10-09,10/10/2015,129,56355,Developer joke mug - fun was unexpected at this time (Black),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,Developer joke mug - fun was unexpected at this time (Black),Black,San Jacinto,California,"Wingtip Toys (San Jacinto, CA)"
183796,110549,274,202,168,2015-10-15,10/16/2015,151,56673,IT joke mug - keyboard not found … press F1 to continue (White),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,IT joke mug - keyboard not found … press F1 to continue (White),White,Floriston,California,"Wingtip Toys (Floriston, CA)"
185041,66127,249,202,172,2015-10-21,10/22/2015,129,57049,Developer joke mug - this code was generated by a tool (White),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,Developer joke mug - this code was generated by a tool (White),White,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
185076,109688,210,202,197,2015-10-21,10/22/2015,151,57059,DBA joke mug - it depends (Black),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,DBA joke mug - it depends (Black),Black,Orick,California,"Wingtip Toys (Orick, CA)"
185531,112931,384,202,165,2015-10-22,10/23/2015,151,57202,IT joke mug - that behavior is by design (Black),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,IT joke mug - that behavior is by design (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
187423,66127,249,202,172,2015-11-03,11/4/2015,150,57789,Developer joke mug - this code was generated by a tool (White),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,Developer joke mug - this code was generated by a tool (White),White,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
190372,107539,256,202,165,2015-11-18,11/19/2015,151,58704,IT joke mug - that behavior is by design (Black),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,IT joke mug - that behavior is by design (Black),Black,Taft Heights,California,"Wingtip Toys (Taft Heights, CA)"
191136,108290,281,202,185,2015-11-20,11/21/2015,156,58937,Developer joke mug - fun was unexpected at this time (Black),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,Developer joke mug - fun was unexpected at this time (Black),Black,Wapinitia,Oregon,"Wingtip Toys (Wapinitia, OR)"
191325,112931,384,202,187,2015-11-21,11/22/2015,155,58992,Developer joke mug - that's a hardware problem (Black),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,Developer joke mug - that's a hardware problem (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
193271,66127,249,202,178,2015-12-03,12/4/2015,151,59605,Developer joke mug - understanding recursion requires understanding recursion (White),Each,5,13.0,15,65.0,9.75,42.5,74.75,5,0,11,0.568561872909699,Standard,Developer joke mug - understanding recursion requires understanding recursion (White),White,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
176920,112931,384,202,195,2015-09-10,9/11/2015,156,54553,DBA joke mug - I will get you in order (Black),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,DBA joke mug - I will get you in order (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
178493,72610,338,202,204,2015-09-18,9/19/2015,150,55045,DBA joke mug - mind if I join you? (White),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,DBA joke mug - mind if I join you? (White),White,Akhiok,Alaska,"Wingtip Toys (Akhiok, AK)"
178835,109688,210,202,196,2015-09-21,9/22/2015,150,55154,DBA joke mug - I will get you in order (White),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,DBA joke mug - I will get you in order (White),White,Orick,California,"Wingtip Toys (Orick, CA)"
178896,108118,375,202,199,2015-09-21,9/22/2015,143,55172,DBA joke mug - you might be a DBA if (Black),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,DBA joke mug - you might be a DBA if (Black),Black,Molalla,Oregon,"Wingtip Toys (Molalla, OR)"
181514,107539,256,202,194,2015-10-02,10/3/2015,155,55976,DBA joke mug - SELECT caffeine FROM mug (White),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,DBA joke mug - SELECT caffeine FROM mug (White),White,Taft Heights,California,"Wingtip Toys (Taft Heights, CA)"
186020,115719,364,202,164,2015-10-26,10/27/2015,154,57354,IT joke mug - hardware: part of the computer that can be kicked (White),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,IT joke mug - hardware: part of the computer that can be kicked (White),White,Lostine,Oregon,"Wingtip Toys (Lostine, OR)"
189915,108988,273,202,163,2015-11-14,11/15/2015,129,58560,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,San Jacinto,California,"Wingtip Toys (San Jacinto, CA)"
191326,112931,384,202,181,2015-11-21,11/22/2015,155,58992,Developer joke mug - inheritance is the OO way to become wealthy (Black),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
193093,112931,384,202,169,2015-12-01,12/2/2015,151,59542,Developer joke mug - old C developers never die (Black),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,Developer joke mug - old C developers never die (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
193240,112931,384,202,204,2015-12-02,12/3/2015,154,59591,DBA joke mug - mind if I join you? (White),Each,9,13.0,15,117.0,17.55,76.5,134.55,9,0,11,0.568561872909699,Standard,DBA joke mug - mind if I join you? (White),White,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
178178,108988,273,202,189,2015-09-17,9/18/2015,150,54951,Developer joke mug - Oct 31 = Dec 25 (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,Developer joke mug - Oct 31 = Dec 25 (Black),Black,San Jacinto,California,"Wingtip Toys (San Jacinto, CA)"
179420,66127,249,202,195,2015-09-23,9/24/2015,155,55333,DBA joke mug - I will get you in order (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,DBA joke mug - I will get you in order (Black),Black,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
181159,108919,272,202,191,2015-10-01,10/2/2015,155,55871,DBA joke mug - two types of DBAs (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,DBA joke mug - two types of DBAs (Black),Black,Ridgemark,California,"Wingtip Toys (Ridgemark, CA)"
181168,66127,249,202,201,2015-10-01,10/2/2015,19,55874,DBA joke mug - daaaaaa-ta (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,DBA joke mug - daaaaaa-ta (Black),Black,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
184203,108919,272,202,179,2015-10-16,10/17/2015,156,56792,"Developer joke mug - (hip, hip, array) (Black)",Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,"Developer joke mug - (hip, hip, array) (Black)",Black,Ridgemark,California,"Wingtip Toys (Ridgemark, CA)"
187422,66127,249,202,170,2015-11-03,11/4/2015,150,57789,Developer joke mug - old C developers never die (White),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,Developer joke mug - old C developers never die (White),White,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
187425,66127,249,202,195,2015-11-03,11/4/2015,150,57789,DBA joke mug - I will get you in order (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,DBA joke mug - I will get you in order (Black),Black,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
189765,72610,338,202,181,2015-11-13,11/14/2015,154,58514,Developer joke mug - inheritance is the OO way to become wealthy (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Akhiok,Alaska,"Wingtip Toys (Akhiok, AK)"
192876,108988,273,202,199,2015-12-01,12/2/2015,143,59476,DBA joke mug - you might be a DBA if (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,DBA joke mug - you might be a DBA if (Black),Black,San Jacinto,California,"Wingtip Toys (San Jacinto, CA)"
193456,72610,338,202,163,2015-12-03,12/4/2015,150,59659,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Akhiok,Alaska,"Wingtip Toys (Akhiok, AK)"
193660,107539,256,202,167,2015-12-04,12/5/2015,151,59724,IT joke mug - keyboard not found … press F1 to continue (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,IT joke mug - keyboard not found … press F1 to continue (Black),Black,Taft Heights,California,"Wingtip Toys (Taft Heights, CA)"
194397,110549,274,202,169,2015-12-08,12/9/2015,161,59945,Developer joke mug - old C developers never die (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,Developer joke mug - old C developers never die (Black),Black,Floriston,California,"Wingtip Toys (Floriston, CA)"
198583,72743,398,202,185,2015-12-31,1/1/2016,19,61256,Developer joke mug - fun was unexpected at this time (Black),Each,10,13.0,15,130.0,19.5,85.0,149.5,10,0,11,0.568561872909699,Standard,Developer joke mug - fun was unexpected at this time (Black),Black,Haycock,Alaska,"Wingtip Toys (Haycock, AK)"
175984,108864,297,202,191,2015-09-07,9/8/2015,19,54267,DBA joke mug - two types of DBAs (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,DBA joke mug - two types of DBAs (Black),Black,Port Hueneme,California,"Wingtip Toys (Port Hueneme, CA)"
176792,115719,364,202,183,2015-09-10,9/11/2015,156,54515,Developer joke mug - when your hammer is C++ (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - when your hammer is C++ (Black),Black,Lostine,Oregon,"Wingtip Toys (Lostine, OR)"
177253,108864,297,202,194,2015-09-11,9/12/2015,129,54654,DBA joke mug - SELECT caffeine FROM mug (White),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,DBA joke mug - SELECT caffeine FROM mug (White),White,Port Hueneme,California,"Wingtip Toys (Port Hueneme, CA)"
178745,72610,338,202,177,2015-09-19,9/20/2015,158,55120,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Akhiok,Alaska,"Wingtip Toys (Akhiok, AK)"
178770,112931,384,202,187,2015-09-21,9/22/2015,156,55135,Developer joke mug - that's a hardware problem (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - that's a hardware problem (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
178917,72743,398,202,182,2015-09-21,9/22/2015,150,55177,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Haycock,Alaska,"Wingtip Toys (Haycock, AK)"
181063,108864,297,202,191,2015-10-01,10/2/2015,151,55842,DBA joke mug - two types of DBAs (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,DBA joke mug - two types of DBAs (Black),Black,Port Hueneme,California,"Wingtip Toys (Port Hueneme, CA)"
183354,72610,338,202,184,2015-10-13,10/14/2015,158,56540,Developer joke mug - when your hammer is C++ (White),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - when your hammer is C++ (White),White,Akhiok,Alaska,"Wingtip Toys (Akhiok, AK)"
183401,40704,399,202,196,2015-10-14,10/15/2015,150,56559,DBA joke mug - I will get you in order (White),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,DBA joke mug - I will get you in order (White),White,Kapa'a,Hawaii,"Wingtip Toys (Kapa'a, HI)"
185220,112931,384,202,167,2015-10-21,10/22/2015,150,57103,IT joke mug - keyboard not found … press F1 to continue (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,IT joke mug - keyboard not found … press F1 to continue (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
187039,108290,281,202,185,2015-10-30,10/31/2015,158,57667,Developer joke mug - fun was unexpected at this time (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - fun was unexpected at this time (Black),Black,Wapinitia,Oregon,"Wingtip Toys (Wapinitia, OR)"
187120,108118,375,202,189,2015-10-31,11/1/2015,143,57690,Developer joke mug - Oct 31 = Dec 25 (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Molalla,Oregon,"Wingtip Toys (Molalla, OR)"
191558,109143,374,202,174,2015-11-23,11/24/2015,19,59067,Developer joke mug - a foo walks into a bar (White),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - a foo walks into a bar (White),White,Marin City,California,"Wingtip Toys (Marin City, CA)"
191663,107539,256,202,180,2015-11-23,11/24/2015,154,59096,"Developer joke mug - (hip, hip, array) (White)",Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,"Developer joke mug - (hip, hip, array) (White)",White,Taft Heights,California,"Wingtip Toys (Taft Heights, CA)"
192741,109688,210,202,168,2015-11-30,12/1/2015,150,59429,IT joke mug - keyboard not found … press F1 to continue (White),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,IT joke mug - keyboard not found … press F1 to continue (White),White,Orick,California,"Wingtip Toys (Orick, CA)"
192821,107539,256,202,171,2015-11-30,12/1/2015,143,59456,Developer joke mug - this code was generated by a tool (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,Developer joke mug - this code was generated by a tool (Black),Black,Taft Heights,California,"Wingtip Toys (Taft Heights, CA)"
193465,108864,297,202,192,2015-12-03,12/4/2015,19,59662,DBA joke mug - two types of DBAs (White),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,DBA joke mug - two types of DBAs (White),White,Port Hueneme,California,"Wingtip Toys (Port Hueneme, CA)"
197242,108290,281,202,191,2015-12-23,12/24/2015,163,60830,DBA joke mug - two types of DBAs (Black),Each,8,13.0,15,104.0,15.6,68.0,119.6,8,0,11,0.5685618729096991,Standard,DBA joke mug - two types of DBAs (Black),Black,Wapinitia,Oregon,"Wingtip Toys (Wapinitia, OR)"
178918,72743,398,202,189,2015-09-21,9/22/2015,150,55177,Developer joke mug - Oct 31 = Dec 25 (Black),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Haycock,Alaska,"Wingtip Toys (Haycock, AK)"
185258,66127,249,202,178,2015-10-21,10/22/2015,152,57115,Developer joke mug - understanding recursion requires understanding recursion (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - understanding recursion requires understanding recursion (White),White,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
185534,112931,384,202,199,2015-10-22,10/23/2015,151,57202,DBA joke mug - you might be a DBA if (Black),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,DBA joke mug - you might be a DBA if (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
186019,115719,364,202,190,2015-10-26,10/27/2015,154,57354,Developer joke mug - Oct 31 = Dec 25 (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - Oct 31 = Dec 25 (White),White,Lostine,Oregon,"Wingtip Toys (Lostine, OR)"
189904,108864,297,202,165,2015-11-14,11/15/2015,154,58556,IT joke mug - that behavior is by design (Black),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,IT joke mug - that behavior is by design (Black),Black,Port Hueneme,California,"Wingtip Toys (Port Hueneme, CA)"
191487,108919,272,202,174,2015-11-23,11/24/2015,150,59046,Developer joke mug - a foo walks into a bar (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - a foo walks into a bar (White),White,Ridgemark,California,"Wingtip Toys (Ridgemark, CA)"
192751,112931,384,202,175,2015-11-30,12/1/2015,150,59432,Developer joke mug - there are 10 types of people in the world (Black),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - there are 10 types of people in the world (Black),Black,Knights Landing,California,"Wingtip Toys (Knights Landing, CA)"
192820,107539,256,202,168,2015-11-30,12/1/2015,143,59456,IT joke mug - keyboard not found … press F1 to continue (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,IT joke mug - keyboard not found … press F1 to continue (White),White,Taft Heights,California,"Wingtip Toys (Taft Heights, CA)"
194588,110549,274,202,202,2015-12-09,12/10/2015,151,60005,DBA joke mug - daaaaaa-ta (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,DBA joke mug - daaaaaa-ta (White),White,Floriston,California,"Wingtip Toys (Floriston, CA)"
195036,66127,249,202,184,2015-12-10,12/11/2015,129,60146,Developer joke mug - when your hammer is C++ (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - when your hammer is C++ (White),White,Salt Wells,Nevada,"Wingtip Toys (Salt Wells, NV)"
195053,112823,221,202,173,2015-12-10,12/11/2015,151,60152,Developer joke mug - a foo walks into a bar (Black),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - a foo walks into a bar (Black),Black,Herlong,California,"Wingtip Toys (Herlong, CA)"
195143,112421,223,202,170,2015-12-11,12/12/2015,162,60181,Developer joke mug - old C developers never die (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - old C developers never die (White),White,Naches,Washington,"Wingtip Toys (Naches, WA)"
196564,72610,338,202,188,2015-12-19,12/20/2015,152,60614,Developer joke mug - that's a hardware problem (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,Developer joke mug - that's a hardware problem (White),White,Akhiok,Alaska,"Wingtip Toys (Akhiok, AK)"
197814,108864,297,202,166,2015-12-28,12/29/2015,19,61012,IT joke mug - that behavior is by design (White),Each,3,13.0,15,39.0,5.85,25.5,44.85,3,0,11,0.568561872909699,Standard,IT joke mug - that behavior is by design (White),White,Port Hueneme,California,"Wingtip Toys (Port Hueneme, CA)"
176294,108743,48,1,166,2015-09-08,9/9/2015,156,54360,IT joke mug - that behavior is by design (White),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,IT joke mug - that behavior is by design (White),White,Trentwood,Washington,"Tailspin Toys (Trentwood, WA)"
177099,108636,56,1,196,2015-09-11,9/12/2015,129,54611,DBA joke mug - I will get you in order (White),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,DBA joke mug - I will get you in order (White),White,Royal City,Washington,"Tailspin Toys (Royal City, WA)"
178308,109132,197,1,196,2015-09-17,9/18/2015,158,54990,DBA joke mug - I will get you in order (White),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,DBA joke mug - I will get you in order (White),White,Magalia,California,"Tailspin Toys (Magalia, CA)"
179426,109124,69,1,199,2015-09-23,9/24/2015,143,55335,DBA joke mug - you might be a DBA if (Black),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,DBA joke mug - you might be a DBA if (Black),Black,Lytle Creek,California,"Tailspin Toys (Lytle Creek, CA)"
181234,107510,63,1,180,2015-10-02,10/3/2015,19,55894,"Developer joke mug - (hip, hip, array) (White)",Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,"Developer joke mug - (hip, hip, array) (White)",White,Stallion Springs,California,"Tailspin Toys (Stallion Springs, CA)"
182115,110491,98,1,180,2015-10-06,10/7/2015,152,56160,"Developer joke mug - (hip, hip, array) (White)",Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,"Developer joke mug - (hip, hip, array) (White)",White,El Centro,California,"Tailspin Toys (El Centro, CA)"
182302,72760,23,1,198,2015-10-07,10/8/2015,143,56215,DBA joke mug - it depends (White),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,DBA joke mug - it depends (White),White,Ikatan,Alaska,"Tailspin Toys (Ikatan, AK)"
188134,108636,56,1,168,2015-11-05,11/6/2015,150,58005,IT joke mug - keyboard not found … press F1 to continue (White),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,IT joke mug - keyboard not found … press F1 to continue (White),White,Royal City,Washington,"Tailspin Toys (Royal City, WA)"
188482,66109,163,1,169,2015-11-07,11/8/2015,155,58112,Developer joke mug - old C developers never die (Black),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,Developer joke mug - old C developers never die (Black),Black,Panaca,Nevada,"Tailspin Toys (Panaca, NV)"
188903,112965,47,1,196,2015-11-10,11/11/2015,155,58246,DBA joke mug - I will get you in order (White),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,DBA joke mug - I will get you in order (White),White,Lake Hughes,California,"Tailspin Toys (Lake Hughes, CA)"
190909,108171,186,1,178,2015-11-20,11/21/2015,152,58868,Developer joke mug - understanding recursion requires understanding recursion (White),Each,4,13.0,15,52.0,7.8,34.0,59.8,4,0,11,0.5685618729096991,Standard,Developer joke mug - understanding recursion requires understanding recursion (White),White,Placer,Oregon,"Tailspin Toys (Placer, OR)"
